lga_2016,state,industry_people,industry_type,industry_type_full,lga_total_industry_people
32810,3,118,arts and recreation,arts_and_recreation_services,5509
33100,3,0,arts and recreation,arts_and_recreation_services,360
33200,3,3,arts and recreation,arts_and_recreation_services,795
33220,3,301,arts and recreation,arts_and_recreation_services,32271
33360,3,183,arts and recreation,arts_and_recreation_services,27074
33430,3,7721,arts and recreation,arts_and_recreation_services,260548
33610,3,24,arts and recreation,arts_and_recreation_services,4855
33620,3,153,arts and recreation,arts_and_recreation_services,17499
33800,3,29,arts and recreation,arts_and_recreation_services,4562
33830,3,4,arts and recreation,arts_and_recreation_services,230
33960,3,826,arts and recreation,arts_and_recreation_services,84285
33980,3,55,arts and recreation,arts_and_recreation_services,9972
34420,3,0,arts and recreation,arts_and_recreation_services,227
34530,3,170,arts and recreation,arts_and_recreation_services,15425
34570,3,3,arts and recreation,arts_and_recreation_services,189
34580,3,142,arts and recreation,arts_and_recreation_services,15762
34590,3,1554,arts and recreation,arts_and_recreation_services,131955
34710,3,47,arts and recreation,arts_and_recreation_services,1938
34770,3,406,arts and recreation,arts_and_recreation_services,52732
34800,3,0,arts and recreation,arts_and_recreation_services,490
34830,3,0,arts and recreation,arts_and_recreation_services,82
34860,3,40,arts and recreation,arts_and_recreation_services,6356
34880,3,124,arts and recreation,arts_and_recreation_services,8284
35010,3,2556,arts and recreation,arts_and_recreation_services,189495
35250,3,3,arts and recreation,arts_and_recreation_services,314
35300,3,47,arts and recreation,arts_and_recreation_services,9108
35600,3,6,arts and recreation,arts_and_recreation_services,2046
35670,3,0,arts and recreation,arts_and_recreation_services,153
35740,3,408,arts and recreation,arts_and_recreation_services,22007
35760,3,18,arts and recreation,arts_and_recreation_services,4334
35780,3,3,arts and recreation,arts_and_recreation_services,804
35790,3,0,arts and recreation,arts_and_recreation_services,487
35800,3,11,arts and recreation,arts_and_recreation_services,720
36070,3,9,arts and recreation,arts_and_recreation_services,212
36150,3,6,arts and recreation,arts_and_recreation_services,452
36250,3,930,arts and recreation,arts_and_recreation_services,70168
36300,3,0,arts and recreation,arts_and_recreation_services,434
36370,3,288,arts and recreation,arts_and_recreation_services,34314
36510,3,325,arts and recreation,arts_and_recreation_services,16926
36580,3,122,arts and recreation,arts_and_recreation_services,9270
36630,3,66,arts and recreation,arts_and_recreation_services,11656
36660,3,124,arts and recreation,arts_and_recreation_services,14094
36720,3,2405,arts and recreation,arts_and_recreation_services,129641
36820,3,127,arts and recreation,arts_and_recreation_services,9654
36910,3,667,arts and recreation,arts_and_recreation_services,71188
36950,3,9,arts and recreation,arts_and_recreation_services,1379
36960,3,16,arts and recreation,arts_and_recreation_services,974
37010,3,1146,arts and recreation,arts_and_recreation_services,86449
37300,3,6,arts and recreation,arts_and_recreation_services,2152
37310,3,72,arts and recreation,arts_and_recreation_services,14418
37340,3,156,arts and recreation,arts_and_recreation_services,15681
37400,3,13,arts and recreation,arts_and_recreation_services,572
37550,3,0,arts and recreation,arts_and_recreation_services,193
37570,3,0,arts and recreation,arts_and_recreation_services,64
37600,3,0,arts and recreation,arts_and_recreation_services,343
39499,3,72,arts and recreation,arts_and_recreation_services,3087
39799,3,0,arts and recreation,arts_and_recreation_services,60
40070,4,246,arts and recreation,arts_and_recreation_services,9275
40120,4,347,arts and recreation,arts_and_recreation_services,19510
40220,4,153,arts and recreation,arts_and_recreation_services,10077
40250,4,32,arts and recreation,arts_and_recreation_services,512
40310,4,142,arts and recreation,arts_and_recreation_services,11167
40430,4,0,arts and recreation,arts_and_recreation_services,911
40520,4,14,arts and recreation,arts_and_recreation_services,4311
40700,4,317,arts and recreation,arts_and_recreation_services,20125
40910,4,274,arts and recreation,arts_and_recreation_services,22950
41010,4,13,arts and recreation,arts_and_recreation_services,1531
41060,4,983,arts and recreation,arts_and_recreation_services,51718
41140,4,23,arts and recreation,arts_and_recreation_services,4148
41190,4,0,arts and recreation,arts_and_recreation_services,846
41330,4,9,arts and recreation,arts_and_recreation_services,643
41560,4,30,arts and recreation,arts_and_recreation_services,4960
41750,4,3,arts and recreation,arts_and_recreation_services,496
41830,4,5,arts and recreation,arts_and_recreation_services,688
41960,4,3,arts and recreation,arts_and_recreation_services,533
42030,4,113,arts and recreation,arts_and_recreation_services,9847
42110,4,5,arts and recreation,arts_and_recreation_services,1695
42250,4,25,arts and recreation,arts_and_recreation_services,3867
42600,4,352,arts and recreation,arts_and_recreation_services,16922
42750,4,46,arts and recreation,arts_and_recreation_services,2166
43080,4,0,arts and recreation,arts_and_recreation_services,478
43220,4,3,arts and recreation,arts_and_recreation_services,526
43360,4,6,arts and recreation,arts_and_recreation_services,1050
43650,4,93,arts and recreation,arts_and_recreation_services,7309
43710,4,18,arts and recreation,arts_and_recreation_services,2536
43790,4,26,arts and recreation,arts_and_recreation_services,4989
43920,4,46,arts and recreation,arts_and_recreation_services,4106
44000,4,0,arts and recreation,arts_and_recreation_services,8
44060,4,734,arts and recreation,arts_and_recreation_services,41862
44210,4,21,arts and recreation,arts_and_recreation_services,3287
44340,4,496,arts and recreation,arts_and_recreation_services,30924
44550,4,242,arts and recreation,arts_and_recreation_services,16379
44620,4,104,arts and recreation,arts_and_recreation_services,11612
44830,4,5,arts and recreation,arts_and_recreation_services,1252
45040,4,104,arts and recreation,arts_and_recreation_services,8470
45090,4,21,arts and recreation,arts_and_recreation_services,4236
45120,4,0,arts and recreation,arts_and_recreation_services,1993
45290,4,330,arts and recreation,arts_and_recreation_services,16962
45340,4,986,arts and recreation,arts_and_recreation_services,74900
45400,4,3,arts and recreation,arts_and_recreation_services,398
45540,4,3,arts and recreation,arts_and_recreation_services,493
45680,4,289,arts and recreation,arts_and_recreation_services,32648
45890,4,711,arts and recreation,arts_and_recreation_services,52263
46090,4,32,arts and recreation,arts_and_recreation_services,5306
46300,4,52,arts and recreation,arts_and_recreation_services,6127
46450,4,47,arts and recreation,arts_and_recreation_services,6507
46510,4,162,arts and recreation,arts_and_recreation_services,10598
46670,4,17,arts and recreation,arts_and_recreation_services,4068
46860,4,3,arts and recreation,arts_and_recreation_services,677
46970,4,29,arts and recreation,arts_and_recreation_services,2199
47140,4,572,arts and recreation,arts_and_recreation_services,57408
47290,4,0,arts and recreation,arts_and_recreation_services,978
47490,4,9,arts and recreation,arts_and_recreation_services,988
47630,4,15,arts and recreation,arts_and_recreation_services,3426
47700,4,616,arts and recreation,arts_and_recreation_services,47302
47800,4,17,arts and recreation,arts_and_recreation_services,2292
47910,4,5,arts and recreation,arts_and_recreation_services,1087
47980,4,325,arts and recreation,arts_and_recreation_services,18491
48050,4,42,arts and recreation,arts_and_recreation_services,4649
48130,4,18,arts and recreation,arts_and_recreation_services,2783
48260,4,56,arts and recreation,arts_and_recreation_services,3402
48340,4,29,arts and recreation,arts_and_recreation_services,5033
48410,4,586,arts and recreation,arts_and_recreation_services,27750
48540,4,68,arts and recreation,arts_and_recreation_services,8299
48640,4,0,arts and recreation,arts_and_recreation_services,647
48750,4,28,arts and recreation,arts_and_recreation_services,1983
48830,4,25,arts and recreation,arts_and_recreation_services,4061
49399,4,21,arts and recreation,arts_and_recreation_services,1675
49499,4,14,arts and recreation,arts_and_recreation_services,734
49799,4,0,arts and recreation,arts_and_recreation_services,3
50080,5,221,arts and recreation,arts_and_recreation_services,15988
50210,5,454,arts and recreation,arts_and_recreation_services,36286
50250,5,14,arts and recreation,arts_and_recreation_services,8305
50280,5,114,arts and recreation,arts_and_recreation_services,6892
50350,5,166,arts and recreation,arts_and_recreation_services,7242
50420,5,660,arts and recreation,arts_and_recreation_services,32423
50490,5,522,arts and recreation,arts_and_recreation_services,18599
50560,5,0,arts and recreation,arts_and_recreation_services,671
50630,5,3,arts and recreation,arts_and_recreation_services,856
50770,5,3,arts and recreation,arts_and_recreation_services,752
50840,5,17,arts and recreation,arts_and_recreation_services,1942
50910,5,3,arts and recreation,arts_and_recreation_services,394
50980,5,119,arts and recreation,arts_and_recreation_services,7379
51080,5,0,arts and recreation,arts_and_recreation_services,465
51120,5,4,arts and recreation,arts_and_recreation_services,413
51190,5,156,arts and recreation,arts_and_recreation_services,13729
51260,5,207,arts and recreation,arts_and_recreation_services,16075
51310,5,291,arts and recreation,arts_and_recreation_services,12935
51330,5,754,arts and recreation,arts_and_recreation_services,42134
51400,5,117,arts and recreation,arts_and_recreation_services,8019
51470,5,0,arts and recreation,arts_and_recreation_services,252
51540,5,23,arts and recreation,arts_and_recreation_services,2344
51610,5,8,arts and recreation,arts_and_recreation_services,652
51680,5,28,arts and recreation,arts_and_recreation_services,2526
51750,5,85,arts and recreation,arts_and_recreation_services,4419
51820,5,813,arts and recreation,arts_and_recreation_services,51765
51890,5,32,arts and recreation,arts_and_recreation_services,3285
51960,5,9,arts and recreation,arts_and_recreation_services,1476
52030,5,4,arts and recreation,arts_and_recreation_services,429
52100,5,0,arts and recreation,arts_and_recreation_services,525
52170,5,60,arts and recreation,arts_and_recreation_services,3694
52240,5,3,arts and recreation,arts_and_recreation_services,524
52310,5,0,arts and recreation,arts_and_recreation_services,371
52380,5,0,arts and recreation,arts_and_recreation_services,66
52450,5,4,arts and recreation,arts_and_recreation_services,619
52520,5,0,arts and recreation,arts_and_recreation_services,726
52590,5,35,arts and recreation,arts_and_recreation_services,1453
52660,5,54,arts and recreation,arts_and_recreation_services,6425
52730,5,56,arts and recreation,arts_and_recreation_services,2364
52800,5,31,arts and recreation,arts_and_recreation_services,2324
52870,5,30,arts and recreation,arts_and_recreation_services,2509
52940,5,3,arts and recreation,arts_and_recreation_services,307
53010,5,3,arts and recreation,arts_and_recreation_services,324
53080,5,0,arts and recreation,arts_and_recreation_services,305
53150,5,91,arts and recreation,arts_and_recreation_services,3720
53220,5,11,arts and recreation,arts_and_recreation_services,5853
53290,5,68,arts and recreation,arts_and_recreation_services,6377
53360,5,39,arts and recreation,arts_and_recreation_services,1405
53430,5,362,arts and recreation,arts_and_recreation_services,13973
53570,5,18,arts and recreation,arts_and_recreation_services,2154
53640,5,0,arts and recreation,arts_and_recreation_services,602
53710,5,3,arts and recreation,arts_and_recreation_services,446
53780,5,753,arts and recreation,arts_and_recreation_services,52930
53800,5,154,arts and recreation,arts_and_recreation_services,16701
53920,5,25,arts and recreation,arts_and_recreation_services,705
53990,5,150,arts and recreation,arts_and_recreation_services,11684
54060,5,9,arts and recreation,arts_and_recreation_services,1389
54130,5,5,arts and recreation,arts_and_recreation_services,569
54170,5,1355,arts and recreation,arts_and_recreation_services,78978
54200,5,419,arts and recreation,arts_and_recreation_services,27255
54280,5,148,arts and recreation,arts_and_recreation_services,14898
54310,5,73,arts and recreation,arts_and_recreation_services,10701
54340,5,5,arts and recreation,arts_and_recreation_services,1759
54410,5,0,arts and recreation,arts_and_recreation_services,487
54480,5,0,arts and recreation,arts_and_recreation_services,298
54550,5,0,arts and recreation,arts_and_recreation_services,964
54620,5,7,arts and recreation,arts_and_recreation_services,488
54690,5,3,arts and recreation,arts_and_recreation_services,192
54760,5,5,arts and recreation,arts_and_recreation_services,413
54830,5,210,arts and recreation,arts_and_recreation_services,16802
54900,5,0,arts and recreation,arts_and_recreation_services,708
54970,5,0,arts and recreation,arts_and_recreation_services,598
55040,5,0,arts and recreation,arts_and_recreation_services,669
55110,5,388,arts and recreation,arts_and_recreation_services,31036
55180,5,134,arts and recreation,arts_and_recreation_services,4184
55250,5,3,arts and recreation,arts_and_recreation_services,463
55320,5,887,arts and recreation,arts_and_recreation_services,46665
55390,5,0,arts and recreation,arts_and_recreation_services,220
55460,5,17,arts and recreation,arts_and_recreation_services,1498
55530,5,0,arts and recreation,arts_and_recreation_services,232
55600,5,5,arts and recreation,arts_and_recreation_services,1137
55670,5,0,arts and recreation,arts_and_recreation_services,304
55740,5,95,arts and recreation,arts_and_recreation_services,4059
55810,5,0,arts and recreation,arts_and_recreation_services,150
55880,5,0,arts and recreation,arts_and_recreation_services,273
55950,5,0,arts and recreation,arts_and_recreation_services,276
56090,5,270,arts and recreation,arts_and_recreation_services,17390
56160,5,0,arts and recreation,arts_and_recreation_services,52
56230,5,146,arts and recreation,arts_and_recreation_services,6418
56300,5,13,arts and recreation,arts_and_recreation_services,544
